access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr 
public,24 hours daily,,,2019-06-06,,ELEC,Public,123265,2019-04-01,P,E,Metro North Train Station - North White Plains,866-816-7584,2020-03-30T21:36:29Z,PARKING_LOT,GPS,41.0534449,-73.7724041,White Plains,,,NY,50 Haarlem Avenue,10603,US,,,,,,,,,,,['J1772'],,,10,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2019-06-06,,ELEC,Public,123270,2019-04-01,P,E,One City Place,866-816-7584,2020-03-30T21:34:24Z,MULTI_UNIT_DWELLING,GPS,41.0327249,-73.7652379,White Plains,,,NY,One City Pl,10601,US,,,,,,,,,,,['J1772'],,,4,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2019-06-06,,ELEC,Public,123272,2019-04-01,P,E,Shore Towers,866-816-7584,2020-03-26T17:18:40Z,MULTI_UNIT_DWELLING,GPS,40.7765717,-73.9283585,Astoria,,,NY,25-40 Shore Blvd,11102,US,,,,,,,,,,,['J1772'],,,3,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-03-03,,ELEC,Public,123301,2018-04-01,P,E,University at Albany - Building 25 Parking Lot,,2020-03-03T21:13:47Z,COLLEGE_CAMPUS,GPS,42.688926,-73.828718,Albany,Tricentennial Dr and University Dr,,NY,1400 Washington Ave,12222,US,,,,,,,,,,,['J1772'],,,2,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-03-03,,ELEC,Public,123302,2018-04-01,P,E,University at Albany - SEFCU Arena Parking Lot,,2020-03-03T21:13:47Z,COLLEGE_CAMPUS,GPS,42.682053,-73.828373,Albany,University Dr,,NY,1400 Washington Ave,12222,US,,,,,,,,,,,['J1772'],,,2,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-03-03,,ELEC,Public,123303,2018-04-01,P,E,University at Albany - Indian Quad Parking Area,,2020-03-03T21:13:47Z,COLLEGE_CAMPUS,GPS,42.683683,-73.821903,Albany,Life Sciences Ln and Center Dr E,,NY,1400 Washington Ave,12222,US,,,,,,,,,,,['J1772'],,,2,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,
private,For employee use only,,,2019-08-08,,ELEC,Private,123310,2019-05-01,P,E,Verizon - Albany,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,42.68188,-73.803069,Albany,,,NY,1161 Washington Ave,12206,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,For employee use only,,,2019-08-08,,ELEC,Private,123328,2019-05-01,P,E,Verizon - Bronx,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,40.872524,-73.890564,Bronx,,,NY,2885 Jerome Ave,10468,US,,,,,,,,,,,['J1772'],,,4,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,For employee use only,,,2019-08-08,,ELEC,Private,123335,2019-05-01,P,E,Verizon - Syracuse,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,43.001303,-76.142027,Syracuse,,,NY,4725 S Salina St,13205,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,For employee use only,,,2019-08-08,,ELEC,Private,123345,2019-05-01,P,E,Verizon - Manhattan,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-8,40.764495,-73.996651,Manhattan,,,NY,615 W 47th St,10036,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,For employee use only,,,2019-08-08,,ELEC,Private,123346,2019-05-01,P,E,Verizon - Syracuse,,2020-01-21T18:34:38Z,OFFICE_BLDG,GPS,43.078242,-76.088462,Syracuse,,,NY,6360 Thompson Rd,13206,US,,,,,,,,,,,['J1772'],,,4,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,For employee use only,,,2019-08-08,,ELEC,Private,123355,2019-05-01,P,E,Verizon - Garden City,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,40.7411,-73.604842,Garden City,,,NY,741 Zeckendorf Blvd,11530,US,,,,,,,,,,,['J1772'],,,12,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,123389,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.8513321,-74.1309555,Stone Ridge,"SUNY ULSTER; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",,NY,491 Cottekill Rd,12484,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1776921'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123391,,,E,GOREMT,888-758-4389,2020-04-04T09:19:44Z,,200-9,43.678499,-73.991539,North Creek,"GORE MOUNTAIN
GORE MOUNTAIN 2
GORE MOUNTAIN 3",,NY,793 Peaceful Valley Rd,12853,US,,,,,,,,,,,['J1772'],,,6,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1773981', '1:1774001', '1:1774011'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123392,,,E,SUNY NEW PALTZ,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.7367317,-74.0843072,New Paltz,"SOUTH LOOP 1; -
STATION 2; -
STATION 3; -",,NY,Service building,12561,US,,,,,,,,,,,['J1772'],,,6,ChargePoint Network,http://www.chargepoint.com/,,$0.1 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1750701', '1:1750711', '1:1750721'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123393,,,E,INNATHOUGHTONCR,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.4234641,-78.1581234,Houghton,HOUGHTON CREEK; Located at the parking lot for Inn at Houghton Creek lodge,,NY,9722 Co Rd 35,14744,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $3 per additional hour, $1 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1747381'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123396,,,E,ICE RINK,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.0861793,-73.9516708,Saugerties,TENNIS COURTS; South end of tennis courts,,NY,311 Washington Ave Ext,12477,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:705051'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123413,,,E,TOWN OF MP,888-758-4389,2020-04-04T09:19:44Z,,200-9,41.095428,-73.777794,Valhalla,"TMP STATION 1
TMP STATION 2",,NY,1 Town Hall Plaza,10595,US,,,,,,,,,,,['J1772'],,,3,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 2 hours, and $3 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1777161', '1:1777311'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123416,,,E,TRICITYRENTALS,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.6544584,-73.7734636,Albany,PARK SOUTH,,NY,17 New Scotland Av,12208,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1761231'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123417,,,E,TRICITYRENTALS,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.6537615,-73.774222,Albany,33 NEW SCOTLAND,,NY,33 New Scotland Ave,12208,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1761131'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123468,,,E,LPCL,888-758-4389,2020-04-04T09:19:44Z,,200-9,44.282826,-73.979303,Lake Placid,"STATION 2; Behind Registration Building
STATION1; Behind Registration Building",,NY,30 Lake Placid Club Way,12946,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1771641', '1:1771671'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123549,,,E,CASE CENTER LOT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0982008,-73.783743,Saratoga Springs,PALAMOUNTAIN,,NY,Perimeter Rd,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1778951'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123550,,,E,CASE CENTER LOT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0951943,-73.7823843,Saratoga Springs,MUSIC HALL,,NY,815 N Broadway,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1778711'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123551,,,E,SMITHTOWN,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8556963,-73.1978321,Smithtown,WEST MAIN ST,,NY,99 W Main St,11787,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1778461'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123552,,,E,CASE CENTER LOT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0986531,-73.7892203,Saratoga Springs,SUSSMAN HALL,,NY,Lower Scribner Village Rd,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1768341'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123595,,,E,BURNS MGT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0786983,-73.7812192,Saratoga Springs,SKIDMORE APTS; -,,NY,86 Circular Street,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$1.75 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:812201'], 'ports': ['1', '2']}"
public,8am-5pm M-F,,,2019-07-09,,ELEC,Public,123603,2019-03-01,T,E,National Grid - Parking Lot,800-867-5222,2020-01-21T18:34:38Z,UTILITY,200-9,43.051581,-76.157208,Syracuse,"In customer parking lot, access off of Genesee Street",,NY,300 Erie Blvd W,13202,US,,,,,,,,,,,['J1772'],,,3,Non-Networked,,,,,,,,,,,,,,,,,,,Public,
private,For employee use only,,,2019-07-09,,ELEC,Private,123605,2019-04-04,SG,E,New York State Department of Environmental Conservation,,2020-03-30T22:22:48Z,STATE_GOV,200-9,42.652507,-73.749037,Albany,,,NY,625 Broadway,12207,US,,,,,,,,,,,['J1772'],,,17,EV Connect,http://evconnect.com/,,$0.15 per kWh,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,123627,,,E,4TH & LAFAYETTE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.0963877,-79.2456168,Jamestown,FAST CHARGER 01; -,,NY,402 Lafayette St,14701,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2,,,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $2.5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:444841'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123654,,,E,CORNELL,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.44345,-76.47946,Ithaca,HOY GARAGE 1; 1st FLOOR PARKING GARBAGE ,,NY,176 Hoy Rd,14853,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1790031'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123655,,,E,TF VALATIE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.38161,-73.63922,Valatie,TIERA,,NY,2424 NY-203,12184,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1789091'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123665,,,E,GSH NY,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.11209,-74.13656,Suffern,"DOCTORS PARKING; Good Samaritan Hospital Dr Parking Lot, Restricted For Employees Only",,NY,255 Lafayette Ave,10901,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1792671'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123670,,,E,STEINSCHINDER,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.9944451,-73.8826566,Hastings-on-Hudson,MAIN ST; -,,NY,1 Main St,10706,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1786291'], 'ports': ['1', '2']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,123690,,,E,Turning Stone Resort Casino (Parking Lot),888-998-2546,2020-04-04T08:08:08Z,,GPS,43.113732,-75.592024,Verona,"Both stations located at Shuttle Stop 
1. East corner of parking lot.
",,NY,5218 Patrick Rd,13478,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'station': ['450641'], 'posts': ['25645']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,123817,,,E,Dalewood Shopping Center,833-632-2778,2020-04-04T10:09:05Z,,GPS,41.032196,-73.787087,Hartsdale,,,NY,371 North Central Avenue,10530,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3,,1,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['14'], 'posts': ['200103-01', '200103-02', '200103-03', '200103-50']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124140,,,E,The Veneto,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.756766,-73.967481,New York,,,NY,250 East 53rd Street,10022,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452972'], 'posts': ['441418']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124141,,,E,Coliseum Park Apts - Central Parking,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.768432,-73.984033,New York,"Entrance on 910 9th Ave.
",,NY,345 W 58th Street,10019,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452970'], 'posts': ['441473', '441476']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124142,,,E,776 Sixth Avenue,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.74528,-73.991422,New York,"Enter Parking garage on 26th Ave. 
Between 6th Ave. and Broadway (North 
Side). See valet to use charging 
station.
",,NY,776 Avenue of the Americas,10001,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452982'], 'posts': ['421132']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124143,,,E,Central Parking,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.741065,-73.975788,New York,,,NY,350 E 30th Street,10016,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452983'], 'posts': ['421064']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124144,,,E,Astor Place,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.7297,-73.991565,New York,,,NY,445 Lafayette St,10003,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452978'], 'posts': ['421031', '421092']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124146,,,E,Central Parking - 58 West 58th St,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.764655,-73.9761,New York,,,NY,58 West 58th Street,10019,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452976'], 'posts': ['441525']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124147,,,E,Superior Ink,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.737537,-74.00983,New York,,,NY,400 W 12th St,10014,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452977'], 'posts': ['421048', '421136']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124148,,,E,Rapid Parking,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.710636,-74.006195,New York,,,NY,25 Beekman St,10038,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452984'], 'posts': ['421127']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124149,,,E,Eventi Hotel - LAZ,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.758681,-73.98135,New York,,,NY,851 Avenue of the Americas,10001,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['452985'], 'posts': ['421131']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124690,,,E,The Westport,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.768211,-73.989479,New York,,,NY,500 W 56th St,10019,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['453967'], 'posts': ['441357', '441474']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,124832,,,E,Strathmore,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.775203,-73.950295,New York,,,NY,400 E 84th St,10128,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['454198'], 'posts': ['441491', '441508']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,125756,,,E,New Roc Parking Deck,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.9114246,-73.779194,New Rochelle,,,NY,33 Lecount Pl,10801,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['2014'], 'posts': ['6255', '6257', '6259', '6261', '6263', '6265']}"
public,8am-6pm daily; for guest use only,,,2020-03-03,,ELEC,Public,131661,2019-07-15,P,E,Glen Avenue Suites,607-547-5054,2020-03-03T21:13:47Z,INN,GPS,42.69854,-74.93117,Cooperstown,,,NY,6 Glen Ave,13326,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-04-04,,ELEC,Public,133324,,,E,DENNY’S / RED ROOF INN,833-632-2778,2020-04-04T10:09:05Z,,GPS,43.018812,-74.991876,Herkimer,,,NY,100 Marginal Rd.,13350,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['96'], 'posts': ['100279-01', '100279-02', '100279-03', '100279-04']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,133325,,,E,Waterloo Premium Outlets,833-632-2778,2020-04-04T10:09:05Z,,GPS,42.95593,-76.920965,Waterloo,,,NY,655 New York 318,13165,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['337'], 'posts': ['100273-01', '100273-02', '100273-03', '100273-04']}"
public,24 hours daily,CREDIT_CARD_ALWAYS,A D M V,2020-03-03,,ELEC,Public - Credit card at all times,135491,2019-06-01,P,E,Corning Museum of Glass - Welcome Center,607-438-5298,2020-03-03T21:13:47Z,MUSEUM,GPS,42.152965,-77.054137,Corning,,,NY,1 Museum Way,14830,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,$0.25 per kWh,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,
public,24 hours Daily,,,2020-03-03,,ELEC,Public,142582,2019-06-01,LG,E,Essex County - Public Safety Building,518-873-3900,2020-03-03T21:13:47Z,MUNI_GOV,200-9,44.281549,-73.536445,Lewis,,,NY,702 Stowersville Rd,12950,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours Daily,,,2020-03-03,,ELEC,Public,142583,2019-06-01,LG,E,Essex County - Courthouse,518-873-3320,2020-03-03T21:13:47Z,MUNI_GOV,200-8,44.214426,-73.594677,Elizabethtown,,,NY,7553 Court St,12932,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-04-04,,ELEC,Public,143165,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.732735,-73.72521,Watervliet,BLDG 2 #6,,NY,213 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1862561'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143172,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.732693,-73.72359,Watervliet,BLDG 7 #7,,NY,12 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1862031'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143181,,,E,EASTERN HARLEY,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.925156,-72.699036,Riverhead,DCFAST HOG; West side of building ,,NY,1570 Old Country Rd,11901,US,,,,,,,,,,,['J1772COMBO'],1,,,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.417 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1858241'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143191,,,E,TATABROOKFIELD,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.755314,-73.955605,New York,"#2; Second charger in parking garage, from ""Parking Customer Exit"" gate.
#3; Third charger in parking garage, from ""Parking Customer Exit"" gate.
#4; Fourth charger in parking garage, from ""Parking Customer Exit"" gate.
#5; 2nd charger from tenant entrance doors
#6; Next to tenant entrance
#7; Hncp parking stall and near yellow cabinet
#8; Near electric panel on the north wall at back of parking garage
GATEWAY #1; First charger in parking garage, next to ""Parking Customer Exit"" gate.",,NY,11 E Loop Rd,10044,US,,,,,,,,,,,['J1772'],,,8,ChargePoint Network,http://www.chargepoint.com/,,$0.26 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1806971', '1:1807091', '1:1807251', '1:1807261', '1:1807301', '1:1853081', '1:1853431', '1:1857051'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143196,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.733753,-73.72753,Watervliet,BLDG 22 #3,,NY,12 Brooke Cir,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1856771'], 'ports': ['1', '2']}"
