Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,Zipcode,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,NATIONAL GRID,34 Cornell Dr,SUNY NAVELDEAN; East side of Nevaldine hall parking lot. ,Canton,NY,13617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.600904,-75.182876,4/1/2020,100275,4/1/2020 9:20,,,,,J1772
ELEC,Town of DeKalb,4343 US Highway 11,,DeKalb Junction,NY,13630,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,44.505435,-75.273847,6/6/2019,123109,3/26/2020 17:18,LG,,,4/1/2019,J1772
ELEC,MASSENA_EV,21-25 Andrews St,MUNI PARKING; Andrews St Municipal Parking Lot,Massena,NY,13662,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.931757,-74.893984,4/1/2020,88547,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,1 Bridge PLaza,1 BRIDGE PLAZA; Parking lot of Ogdensburg Bridge and Port Authorty,Ogdensburg,NY,13669,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.718303,-75.455798,4/1/2020,100032,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,8 Clarkson Ave,CLARKSON U,Potsdam,NY,13676,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.66277,-74.998241,4/1/2020,94549,4/1/2020 9:20,,,,,J1772
ELEC,Hampton Inn Potsdam - Tesla Destination,169 Market St,,Potsdam,NY,13676,,315-265-0100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.682982,-74.987514,9/30/2019,115213,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,CLARKSON UNVER,"16A,16B Pierrepont Ave",OLD MAIN LOT 1; South End Old Main,Potsdam,NY,13676,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.667642,-74.98049,4/1/2020,66672,4/1/2020 9:20,,,,,J1772
ELEC,St. Paul's Church Episcopal,121 Lincoln Ave,,Waddington,NY,13694,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,44.863388,-75.202879,6/6/2019,123061,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,TRANSITION,39 Elm St,DELHI; In the back of the parking lot,Delhi,NY,13753,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.273618,-74.917881,4/1/2020,73247,4/1/2020 9:20,,,,,J1772
ELEC,COLCHESTER EV,15185 NY-30,DOWNSVILLEDINER,Downsville,NY,13755,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.079406,-74.993625,4/1/2020,105372,4/1/2020 9:20,,,,,J1772
ELEC,GAULT BMW,2311 North St,STATION 01,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.107059,-76.035088,4/1/2020,71477,4/1/2020 9:20,,,,,J1772
ELEC,TRANSITION,11 Cornell Ave,HOBART; Behind the community hall,Hobart,NY,13788,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.37219,-74.667225,4/1/2020,73257,4/1/2020 9:20,,,,,J1772
ELEC,Southern Tier Welcome Center,2 Route 81 N,,Kirkwood,NY,13795,,607-775-0156,E,,Public,24 hours daily,,,,2,,Non-Networked,,GPS,42.020139,-75.780637,3/3/2020,104977,3/3/2020 21:13,SG,,,10/5/2017,CHADEMO J1772COMBO
ELEC,TIOGA HOTEL,NY-17,CASINO 1CASINO 2,Nichols,NY,13812,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.024208,-76.41078,4/1/2020,149635,4/1/2020 9:20,,,,,J1772
ELEC,SUNY ONEONTA,24-26 Ravine Pkwy N,SUNY ONEONTA,Oneonta,NY,13820,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.469481,-75.065723,4/1/2020,71024,4/1/2020 9:20,,,,,J1772
ELEC,Hampton Inn Oneonta - Tesla Destination,225 River St,,Oneonta,NY,13820,,607-433-9000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.444012,-75.086447,9/30/2019,115205,3/2/2020 20:14,P,,,9/1/2017,TESLA
ELEC,Mirabito - Tesla Supercharger,4968 NY-23,,Oneonta,NY,13820,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,42.447811,-75.048689,3/3/2020,153792,3/3/2020 21:13,P,,,2/14/2020,TESLA
ELEC,Country Club Nissan,55 Oneida St,,Oneonta,NY,13820,,607-432-2800,E,,Public - Call ahead,Dealership business hours; see service desk for access,,,2,2,,Non-Networked,,GPS,42.451285,-75.100333,2/6/2020,44176,2/6/2020 21:24,P,,,11/30/2011,CHADEMO J1772 J1772COMBO
ELEC,CITY OF ONEONTA,37 Dietz St,DIETZ STREET,Oneonta,NY,13820,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.455733,-75.06276,4/1/2020,104834,4/1/2020 9:20,,,,,J1772
ELEC,Serafini Nissan-Volvo,3101 Vestal Pkwy E,,Vestal,NY,13850,,607-729-3511,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.095812,-76.003703,9/9/2019,44204,1/21/2020 18:34,P,,,11/30/2011,J1772
ELEC,Windsor Town Court Room,124 Main St,,Windsor,NY,13865,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,200-9,42.077966,-75.639472,5/9/2019,94868,3/26/2020 17:18,LG,,,10/26/2017,J1772
ELEC,DoubleTree by Hilton Binghamton - Tesla Destination,225 Water St,,Binghamton,NY,13901,,607-722-7575  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.101763,-75.914203,9/30/2019,114883,3/2/2020 20:14,P,,,1/1/2016,TESLA
ELEC,69 COLLIER ST,69 Collier St,BINGHAMTON,Binghamton,NY,13901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.09775,-75.911921,4/1/2020,122699,4/1/2020 9:20,,,,,J1772
ELEC,City of Binghamton - Recreation Park,88 Beethoven St,,Binghamton,NY,13901,,607-772-7017,E,,Public,24 hours daily,,,2,,,Non-Networked,,200-8,42.099763,-75.935148,3/3/2020,86715,3/3/2020 21:13,LG,,,8/10/2017,J1772
ELEC,ScottTech,336 Court St,,Binghamton,NY,13904,,315-214-6065,E,,Public,24 hours daily,,,1,,,Non-Networked,,200-9,42.103472,-75.892293,4/8/2019,67753,1/21/2020 18:34,P,,,4/1/2015,J1772
ELEC,Scotttech - Tesla Destination,336 Court St,,Binghamton,NY,13904,,315-214-6065  877-798-3752,E,,Public,24 hours daily,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.103472,-75.892293,9/30/2019,114884,3/2/2020 20:14,P,,,6/9/2015,TESLA
ELEC,IBEW 325,142 Corporate Dr,STATION 1,Binghamton,NY,13904,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.101268,-75.817186,4/1/2020,104432,4/1/2020 9:20,,,,,J1772
ELEC,Town of Dickinson,531 Old Front St,,Binghamton,NY,13905,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,200-9,42.11978,-75.912473,5/9/2019,94828,3/26/2020 17:18,LG,,,7/12/2017,J1772
ELEC,Price Chopper,10 Glenwood Ave,,Binghamton,NY,13905,,607-770-7151,E,,Public,24 hours daily,,,2,,,Non-Networked,,200-9,42.107612,-75.935778,,154765,3/26/2020 16:28,P,,,9/1/2015,J1772
ELEC,Fairfield Inn by Marriott Binghamton - Tesla Destination,864 Upper Front St,,Binghamton,NY,13905,,607-651-1000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.130103,-75.905801,9/30/2019,114885,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,The Spot Restaurant - Tesla Supercharger,1062 Front Street,,Binghamton,NY,13905,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,42.145542,-75.902081,1/31/2020,102326,2/6/2020 19:50,P,,,10/1/2015,TESLA
ELEC,Genesee Community College,1 College Rd,,Batavia,NY,14020,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,43.016226,-78.137984,,155097,3/31/2020 16:39,P,,,8/5/2018,J1772
ELEC,BATAVIA DOWNS,8323-8325 Park Rd,BATAVIA DOWNS; Near front entrance ,Batavia,NY,14020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.008683,-78.206055,4/1/2020,89932,4/1/2020 9:20,,,,,J1772
ELEC,TOWNE AVW,5255 Genesee street,STATION 1; Located Next To Service Waiting Room,Bowmansville,NY,14026,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.939898,-78.687331,4/1/2020,67643,4/1/2020 9:20,,,,,J1772
ELEC,Asa Ransom House - Tesla Destination,10529 Main St,,Clarence,NY,14031,,716-759-2315  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.980201,-78.595784,9/30/2019,114924,3/2/2020 20:14,P,,,1/1/2016,TESLA
ELEC,Calspan Corporation Flight Research Center,2041 Niagara Falls Blvd,,Niagara Falls,NY,14034,,866-816-7584,E,,Public,Office business hours; for employee and guest use only,,,2,,,EV Connect,http://evconnect.com/,200-8,43.09971,-78.939097,12/12/2019,94826,3/26/2020 17:18,P,,,7/7/2014,J1772
ELEC,River Spring Lodge - Tesla Destination,1961 Church Rd,,Darien Center,NY,14040,,585-708-4212  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.86245,-78.34496,9/30/2019,114932,3/2/2020 20:14,P,,,3/1/2017,TESLA
ELEC,Culinary Arts Center at Auburn Watson - Tesla Destination,3295 Walden Ave,,Depew,NY,14043,,716-876-8000  877-798-3752,E,,Public,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.911728,-78.694835,9/30/2019,114933,3/2/2020 20:14,P,,,11/1/2016,J1772 TESLA
ELEC,Reinstein Woods Nature Preserve,93 Honorine Dr,"Between Union & Transit Rds, off of Como Park Boulevard",Depew,NY,14043,,716-683-5959,E,,Public - Call ahead,Sunrise to sunset daily,,,2,,,Non-Networked,,200-8,42.889011,-78.718568,3/3/2020,82545,3/3/2020 21:13,SG,,,4/21/2017,J1772
ELEC,NATIONAL GRID,30 Central Ave,CHADWICK MARINA; Chadwick Bay Marina boat lift ,Dunkirk,NY,14048,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.487682,-79.335875,4/1/2020,58255,4/1/2020 9:20,,,,,J1772
ELEC,CHAUTAUQUA,3375 E Main St,CHAUTUAQUA; In front of Rena?s Rustiques ,Dunkirk,NY,14048,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.464198,-79.280122,4/1/2020,53437,4/1/2020 9:20,,,,,J1772
ELEC,TOWN OF AURORA,113 King St,AURORA; Side parking lot,East Aurora,NY,14052,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.764935,-78.613315,4/1/2020,88729,4/1/2020 9:20,,,,,J1772
ELEC,Hampton Inn East Aurora - Tesla Destination,49 Olean St,,East Aurora,NY,14052,,716-655-3300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.766365,-78.608141,9/30/2019,114936,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,ERIE COUNTY,1711 Girdle Rd,ELMA MEADOWS,Elma,NY,14059,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.82542,-78.595024,4/1/2020,154704,4/1/2020 9:20,,,,,J1772
ELEC,Walmart 1949 Fredonia,10401 Bennett Road,,Fredonia,NY,14063,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.453787,-79.311176,4/1/2020,121723,4/1/2020 10:12,,,,,CHADEMO J1772COMBO
ELEC,Western New York Welcome Center,2182 Alvin Rd,Accessible from I-190 exit 19 via Alvin Road,Grand Island,NY,14072,,518-436-2831,E,,Public,24 hours daily,,,,3,,Non-Networked,,GPS,43.019316,-78.974808,3/3/2020,104725,3/3/2020 21:13,P,,,8/1/2018,CHADEMO J1772COMBO
ELEC,Burger King,5597 Camp Road,,Hamburg,NY,14075,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.7348,-78.838,4/1/2020,152267,4/1/2020 8:08,,,,,J1772
ELEC,James Mitsubishi - Hamburg,5160 Camp Rd,Located at the rear of the dealership,Hamburg,NY,14075,,716-646-6000,E,,Public,24 hours daily,,,2,,,Non-Networked,,200-9,42.746772,-78.852481,3/3/2020,98836,3/3/2020 21:13,P,,,4/1/2018,J1772
ELEC,ERIE COUNTY,Abbott Rd & ECC South Campus,ECC SOUTH 1ECC SOUTH 2,Orchard Park,NY,14075,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.77185,-78.7963,4/1/2020,154723,4/1/2020 9:20,,,,,J1772
ELEC,Towne Ford Lincoln,3535 Southwestern Blvd,,Orchard Park,NY,14075,,716-662-6500,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,GPS,42.786617,-78.761212,3/3/2020,63643,3/3/2020 21:13,P,,,1/1/2014,J1772
ELEC,NATIONAL GRID,3380 Big Tree Rd,NFTA HAMBURG; In NFTA park and ride across from time hortons ,Hamburg,NY,14075,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.773708,-78.861556,4/1/2020,99980,4/1/2020 9:20,,,,,J1772
ELEC,ERIE COUNTY,2220 Como Park Blvd,COMO PARK; -,Lancaster,NY,14086,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.88817,-78.660489,4/1/2020,104380,4/1/2020 9:20,,,,,J1772
ELEC,Niagara Power Vista,5777 Lewiston Rd,,Lewiston,NY,14092,,,E,,Public,24 hours daily,,,6,,,Non-Networked,,GPS,43.14073,-79.037348,3/3/2020,147095,3/3/2020 21:13,SG,,,10/1/2019,J1772
ELEC,TOWNOFLEWISTON1,1375 Ridge Rd,LEWITSON 1,Lewiston,NY,14092,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.179582,-78.9841,4/1/2020,104778,4/1/2020 9:20,,,,,J1772
ELEC,LOCKS PLAZA,1 Locks Plaza,LOCK PLAZA; In front of Lockport Municipal Building ,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.16932,-78.695433,4/1/2020,104485,4/1/2020 9:20,,,,,J1772
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.128557,-78.696197,9/9/2019,44354,1/21/2020 18:34,P,,,11/30/2011,J1772
ELEC,BASIL VW,6179 S Transit Rd,VW_408303_A,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.122587,-78.695547,4/1/2020,71103,4/1/2020 9:20,,,,,J1772
ELEC,WEST HERR HONDA,6120 S Transit Rd,STATION 01,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.127954,-78.697391,4/1/2020,104035,4/1/2020 9:20,,,,,J1772
ELEC,Castellani Art Museum - Niagara University,5795 Lewiston Rd,,Niagara University,NY,14109,,716-286-8200,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.136953,-79.036602,3/3/2020,147097,3/3/2020 21:13,P,,,1/1/2019,J1772
ELEC,600 RIVER ROAD,600 River Rd,600 RIVER600 RIVER 92107,North Tonawanda,NY,14120,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,43.035848,-78.886544,4/1/2020,152233,4/1/2020 9:20,,,,,J1772
ELEC,RAY LAKS HONDA,3590 Southwestern Blvd,SHOP 02,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.784658,-78.767062,4/1/2020,150338,4/1/2020 9:20,,,,,J1772
ELEC,ERIE COUNTY,6121 Chestnut Ridge Rd,CHESTNUT RIDGE,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.722323,-78.7443,4/1/2020,103090,4/1/2020 9:20,,,,,J1772
ELEC,West-Herr Nissan,3580 Southwestern Blvd,,Orchard Park,NY,14127,,716-662-8008,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.784867,-78.76558,9/9/2019,44178,1/21/2020 18:34,P,,,11/30/2011,J1772
ELEC,JATC LU41,3546 California Rd,JATC LU41,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.787197,-78.787821,4/1/2020,62127,4/1/2020 9:20,,,,,J1772
ELEC,ERIE COUNTY,12 Calvert Blvd,ELLIOTT CREEK,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.02254,-78.82616,4/1/2020,154777,4/1/2020 9:20,,,,,J1772
ELEC,Praxair - Linde Technology Ctr,175 E Park Dr,,Tonawanda,NY,14150,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.975519,-78.894393,,154911,3/31/2020 16:39,P,,,8/13/2019,J1772
ELEC,NATIONAL GRID,600 Riverwalk Pkwy,RIVERVIEW SOLAR; Side of the 600 building,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.000068,-78.91095,4/1/2020,99787,4/1/2020 9:20,,,,,J1772
ELEC,TONAWANDA YPR,175 Brompton Rd,GOLF DOME 1; -GOLF DOME 2; -,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,43.004226,-78.843914,4/1/2020,149727,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,200 Niagara St,TONOWANDA; -,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.019109,-78.886973,4/1/2020,70311,4/1/2020 9:20,,,,,J1772
ELEC,Town of Ashford,9377 Route 240,,West Valley,NY,14171,,716-942-6016,E,,Public,24 hours daily,,2,,,,Non-Networked,,200-9,42.406807,-78.612777,3/3/2020,92004,3/3/2020 21:13,LG,,,2/1/2018,NEMA520
ELEC,Fernbach Ramp,200 Pearl St,,Buffalo,NY,14202,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,4,,,EV Connect,http://evconnect.com/,200-8,42.884991,-78.876036,4/8/2019,104728,3/30/2020 21:01,LG,,,4/1/2018,J1772
ELEC,500 PEARL,500 Pearl street,500 PEARL; Inside parking garage on 2nd floor,Buffalo,NY,14202,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.893581,-78.873877,4/1/2020,153301,4/1/2020 9:20,,,,,J1772
ELEC,Main Place Ramp,221 Pearl St,,Buffalo,NY,14202,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,4,,,EV Connect,http://evconnect.com/,200-9,42.885188,-78.875488,4/8/2019,104727,3/30/2020 20:59,LG,,,4/1/2018,J1772
ELEC,Augspurger Ramp,362 Pearl St,,Buffalo,NY,14202,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,6,,,EV Connect,http://evconnect.com/,200-8,42.889784,-78.874463,4/8/2019,104726,3/30/2020 21:01,LG,,,4/1/2018,J1772
ELEC,One Seneca Tower,1 HSBC Center,,Buffalo,NY,14202,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.879939,-78.876219,6/6/2019,123259,3/30/2020 21:03,P,,,4/1/2019,J1772
ELEC,Turner Ramp,1 Perkins Dr,,Buffalo,NY,14202,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,4,,,EV Connect,http://evconnect.com/,200-8,42.886421,-78.878997,4/8/2019,104729,3/30/2020 21:04,LG,,,4/1/2018,J1772
ELEC,Buffalo Niagara Medical Campus - Ellicott Street Lot,589 Ellicott St,,Buffalo,NY,14203,,716-218-7153,E,,Public,Lot business hours; pay lot,,,4,,,Non-Networked,,200-9,42.89582,-78.86798,3/3/2020,50707,3/3/2020 21:13,P,,,9/1/2010,J1772
ELEC,Buffalo Niagara Medical Campus - Ellicott Street Parking,589 Ellicott St,Streetside parking adjacent to pay lot,Buffalo,NY,14203,,716-218-7153,E,,Public,24 hours daily; metered parking,,,2,,,Non-Networked,,200-9,42.89582,-78.86798,3/3/2020,50708,3/3/2020 21:13,P,,,10/1/2013,J1772
ELEC,854ELLICOTT,854 Ellicott St,854 ELLICOTT 10; Near main entrance 854 ELLICOTT 11; Near main entrance 854 ELLICOTT 12; Near main entrance 854 ELLICOTT 1; -854 ELLICOTT 2; Near main entrance 854 ELLICOTT 3; By main entrance854 ELLICOTT 4; Near main entrance854 ELLICOTT 5; Near main entrance854 ELLICOTT 6; Near main entrance 854 ELLICOTT 7; Near main entrance 854 ELLICOTT 8; Near main entrance 854 ELLICOTT 9; Near main entrance ,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,24,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.901368,-78.867112,4/1/2020,99545,4/1/2020 9:20,,,,,J1772
ELEC,Adam Ramp,384 Washington St,,Buffalo,NY,14203,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,6,,,EV Connect,http://evconnect.com/,200-8,42.884552,-78.873864,4/8/2019,104731,3/30/2020 20:59,LG,,,4/1/2018,J1772
ELEC,NY STATE PARKS,1111 Fuhrmann Boulevard,HARBOR PARK; -,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.845382,-78.863831,4/1/2020,103527,4/1/2020 9:20,,,,,J1772
ELEC,One Seneca Ramp,1 Seneca Dr,,Buffalo,NY,14203,,716-849-5812  866-816-7584,E,,Public - Credit card at all times,24 hours daily; must use EVConnect app for payment,A D Debit M V,,2,,,EV Connect,http://evconnect.com/,GPS,42.879878,-78.875574,4/8/2019,104730,3/30/2020 20:59,LG,,,4/1/2018,J1772
ELEC,Mohawk Ramp,477 Washington St,,Buffalo,NY,14203,,716-849-5812  866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.887468,-78.872406,3/3/2020,105187,3/3/2020 21:13,P,,,10/1/2018,J1772
ELEC,NATIONAL GRID,941 Washington St,SMART HOME,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.899468,-78.868659,4/1/2020,58263,4/1/2020 9:20,,,,,J1772
ELEC,Bear Metal Works,39 Scoville Ave,,Buffalo,NY,14206,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.873786,-78.827735,,155026,3/31/2020 16:39,P,,,8/8/2019,J1772
ELEC,1285 MAIN,1285 Main St,1285 MAIN (1),Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.908237,-78.866359,4/1/2020,154372,4/1/2020 9:20,,,,,J1772
ELEC,NORTHLAND,683 Northland Ave,12,Buffalo,NY,14211,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.918127,-78.835197,4/1/2020,147344,4/1/2020 9:20,,,,,J1772
ELEC,960 BUSTI,960 Busti Ave,960 BUSTI 1; On exterior wall towards back of building,Buffalo,NY,14213,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.908953,-78.900652,4/1/2020,150340,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,300 Parkside Ave,BUFFALO ZOO; Zoo parking lot,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.937071,-78.851964,4/1/2020,58262,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,Diefendorf Loop,DIEFENDORF HALL; In parking lot of Diefendorf Hall,Buffalo,NY,14215,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.952294,-78.817858,4/1/2020,85634,4/1/2020 9:20,,,,,J1772
ELEC,NATIONAL GRID,2232 Delaware Ave,KOHLS BUFFALO,Buffalo,NY,14216,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.94474,-78.870384,4/1/2020,53113,4/1/2020 9:20,,,,,J1772
ELEC,TOWNE BMW,8215 Main St,SERVICEDRIVE OS; Located to the left side of the left rear service door on south side of building.,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964084,-78.687654,4/1/2020,71586,4/1/2020 9:20,,,,,J1772
